id,party_id,name,codename,faction,danger,data,is_global,created_by,created_at,updated_at,foto_url
38087585-90dc-4fe7-b128-b936d5c60c48,,Havok,Alex Summers,x-men,alto,"{""tags"":[{""texto"":""Anéis de Plasma Cósmico""},{""texto"":""Imunidade aos Poderes de Ciclope""},{""texto"":""Controle Instável""},{""texto"":""Liderança""},{""texto"":""Síndrome do Irmão Famoso""},{""texto"":""Reflexos Aguçados""},{""texto"":""Tática e Estratégia""},{""texto"":""Treinamento de Combate""},{""texto"":""Controle Instável sob Estresse""},{""texto"":""Limitações Humanas""},{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""},{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""},{""texto"":""Imunidade a Ciclope""},{""texto"":""Membro dos X-Men""},{""texto"":""Mutante de Elite""},{""texto"":""Veterano de Combate""},{""texto"":""Resistência Mental Treinada""}],""stats"":{""aura"":7,""corpo"":6,""mente"":7,""força"":5,""vontade"":7,""destreza"":7,""espírito"":7,""influência"":6,""inteligência"":7},""temas"":[{""nome"":""Anéis de Plasma"",""poder"":[{""texto"":""Anéis de Plasma Cósmico""},{""texto"":""Imunidade aos Poderes de Ciclope""}],""fraqueza"":[{""texto"":""Controle Instável""}]},{""nome"":""Liderança dos X-Men"",""poder"":[{""texto"":""Liderança""}],""fraqueza"":[{""texto"":""Síndrome do Irmão Famoso""}]},{""nome"":""3"",""poder"":[{""texto"":""Reflexos Aguçados""},{""texto"":""Tática e Estratégia""},{""texto"":""Treinamento de Combate""}],""fraqueza"":[{""texto"":""Controle Instável sob Estresse""},{""texto"":""Limitações Humanas""}]},{""nome"":""4"",""poder"":[{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""}],""fraqueza"":[{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""}]}],""descricao"":""Os anéis de plasma cósmico grau 5 são explosivos em área — difíceis de controlar com precisão. A imunidade aos poderes de Scott (grau 3) é única e misteriosa. As duas tags negativas (-2 cada) refletem a psicologia de Alex: sempre à sombra de Scott, às vezes impulsivo demais para se provar independente.\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,https://static.wikia.nocookie.net/marveldatabase/images/8/8d/Alexander_Summers_%28Earth-110%29_from_Big_Town_Vol_1_1.jpg/revision/latest/scale-to-width-down/600?cb=20160112161538
3cbde1b0-a42f-4b59-8278-94f3fc22bc16,,Scalphunter,John Greycrow,vilao,alto,"{""tags"":[{""texto"":""Atirador de Elite""},{""texto"":""Líder dos Marotos""},{""texto"":""Crueldade""},{""texto"":""Poder Mutante""},{""texto"":""Implacável""},{""texto"":""Cicatrizes Faciais""},{""texto"":""Culpa e Arrependimento""},{""texto"":""Limitações Humanas""},{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""},{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""},{""texto"":""Conhecido no Submundo Mutante""},{""texto"":""Mutante de Elite""},{""texto"":""Veterano de Combate""},{""texto"":""Reflexos Aguçados""},{""texto"":""Resistência Mental Treinada""},{""texto"":""Treinamento de Combate""},{""texto"":""Habilidade de Luta""}],""stats"":{""aura"":5,""corpo"":6,""mente"":6,""força"":5,""vontade"":7,""destreza"":8,""espírito"":5,""influência"":5,""inteligência"":6},""temas"":[{""nome"":""Atirador de Elite"",""poder"":[{""texto"":""Atirador de Elite""}],""fraqueza"":[]},{""nome"":""Maroto Líder"",""poder"":[{""texto"":""Líder dos Marotos""}],""fraqueza"":[{""texto"":""Crueldade""}]},{""nome"":""3"",""poder"":[{""texto"":""Poder Mutante""},{""texto"":""Implacável""},{""texto"":""Cicatrizes Faciais""}],""fraqueza"":[{""texto"":""Culpa e Arrependimento""},{""texto"":""Limitações Humanas""}]},{""nome"":""4"",""poder"":[{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""}],""fraqueza"":[{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""}]}],""descricao"":""DEX 8 e STR/BOD no pico humano. O atirador grau 5 é o centro — entre os melhores do planeta. O poder mutante grau 4 de criar e modificar armas é complementar: nunca fica sem munição ou arma. Líder dos Marotos, esquadrão de assassinos de Mister Sinister. Participou do Massacre dos Morlocks.\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,https://static.wikia.nocookie.net/marveldatabase/images/6/6b/John_Greycrow_%28Earth-161%29_from_X-Men_Forever_2_Vol_1_5_0001.jpg/revision/latest/scale-to-width-down/600?cb=20100823021936
3e715fd8-d847-481a-ac37-1cdd28fbee21,,Omerta,Paulie Provenzano,x-men,medio,"{""tags"":[{""texto"":""Pele de Metal Orgânico""},{""texto"":""Força Aumentada na Forma Metálica""},{""texto"":""Passado Mafioso""},{""texto"":""Ex-Família Mafiosa""},{""texto"":""Tática e Estratégia""},{""texto"":""Treinamento de Combate""},{""texto"":""Perdeu os Poderes no M-Day""},{""texto"":""Limitações Humanas""},{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""},{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""},{""texto"":""Membro dos X-Men""},{""texto"":""Mutante Experiente""}],""stats"":{""aura"":6,""corpo"":8,""mente"":5,""força"":7,""vontade"":7,""destreza"":5,""espírito"":6,""influência"":5,""inteligência"":4},""temas"":[{""nome"":""Campo de Força Pessoal"",""poder"":[{""texto"":""Pele de Metal Orgânico""}],""fraqueza"":[]},{""nome"":""Lei do Silêncio"",""poder"":[{""texto"":""Força Aumentada na Forma Metálica""}],""fraqueza"":[{""texto"":""Passado Mafioso""}]},{""nome"":""3"",""poder"":[{""texto"":""Ex-Família Mafiosa""},{""texto"":""Tática e Estratégia""},{""texto"":""Treinamento de Combate""}],""fraqueza"":[{""texto"":""Perdeu os Poderes no M-Day""},{""texto"":""Limitações Humanas""}]},{""nome"":""4"",""poder"":[{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""}],""fraqueza"":[{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""}]}],""descricao"":""STR 7 e BOD 8 acima do pico — metal orgânico. A pele metálica grau 4 e a força grau 4 fazem dele adversário sério. A origem mafiosa (grau 3) é tanto background quanto conjunto de contatos e instintos criminais. Perdeu os poderes no M-Day (-2). Ex-X-Man por período breve.\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,https://static.wikia.nocookie.net/marveldatabase/images/9/9d/Paul_Provenzano_%28Earth-616%29_from_X-Men_Earth%27s_Mutant_Heroes_Vol_1_1.png/revision/latest/scale-to-width-down/600?cb=20140129190031
3f6cc751-ffae-4e0a-9bbe-30cd89d25c66,,Mesmero,Mesmero,vilao,medio,"{""tags"":[{""texto"":""Hipnose em Massa""},{""texto"":""Ilusões Auxiliares""},{""texto"":""Viciado em Si Mesmo""},{""texto"":""Manipulação de Multidões""},{""texto"":""Tática e Estratégia""},{""texto"":""Treinamento de Combate""},{""texto"":""Físicamente Fraco""},{""texto"":""Limitações Humanas""},{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""},{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""},{""texto"":""Conhecido no Submundo Mutante""},{""texto"":""Mutante Experiente""}],""stats"":{""aura"":8,""corpo"":4,""mente"":9,""força"":3,""vontade"":7,""destreza"":5,""espírito"":7,""influência"":10,""inteligência"":7},""temas"":[{""nome"":""Hipnose"",""poder"":[{""texto"":""Hipnose em Massa""}],""fraqueza"":[]},{""nome"":""Artista Hipnótico"",""poder"":[{""texto"":""Ilusões Auxiliares""}],""fraqueza"":[{""texto"":""Viciado em Si Mesmo""}]},{""nome"":""3"",""poder"":[{""texto"":""Manipulação de Multidões""},{""texto"":""Tática e Estratégia""},{""texto"":""Treinamento de Combate""}],""fraqueza"":[{""texto"":""Físicamente Fraco""},{""texto"":""Limitações Humanas""}]},{""nome"":""4"",""poder"":[{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""}],""fraqueza"":[{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""}]}],""descricao"":""MEN 9 e INF 10 — hipnose grau 4 em massa é poder político de escala real. As ilusões auxiliares (grau 3) reforçam o efeito. A fragilidade física (-2) — se a hipnose falhar ou for quebrada, é vulnerável. Um dos primeiros vilões dos X-Men, frequentemente subestimado por ser hipnotizador \""básico\"".\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,https://static.wikia.nocookie.net/marveldatabase/images/a/a6/Mesmero_%28Vincent%29_%28Earth-127%29_from_Exiles_Vol_1_85_0001.jpg/revision/latest/scale-to-width-down/600?cb=20191228034125
402c216c-5e13-4daa-a782-53df0faa0cff,,Fixer,Fixer,vilao,baixo,"{""tags"":[{""texto"":""Conserto Rápido de Máquinas""},{""texto"":""Covarde""},{""texto"":""Perícia em Campo""},{""texto"":""Habilidade de Luta""},{""texto"":""Determinação Inabalável""},{""texto"":""Sem Poderes Mutantes""},{""texto"":""Dificuldade de Confiar nos Outros""},{""texto"":""Conhecido no Submundo Mutante""},{""texto"":""Mutante de Nível Baixo""}],""stats"":{""aura"":3,""corpo"":4,""mente"":4,""força"":3,""vontade"":4,""destreza"":4,""espírito"":3,""influência"":3,""inteligência"":5},""temas"":[{""nome"":""Gênio Técnico"",""poder"":[{""texto"":""Conserto Rápido de Máquinas""}],""fraqueza"":[{""texto"":""Covarde""}]},{""nome"":""2"",""poder"":[{""texto"":""Perícia em Campo""},{""texto"":""Habilidade de Luta""},{""texto"":""Determinação Inabalável""}],""fraqueza"":[{""texto"":""Sem Poderes Mutantes""},{""texto"":""Dificuldade de Confiar nos Outros""}]}],""descricao"":""Humano sem poderes, próximo ao baseline (2-4 em tudo). Especialista em consertar máquinas rapidamente — grau 2, habilidade técnica mas não mutante. Não é combatente (-2). Função de suporte e manutenção.\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,https://static.wikia.nocookie.net/marveldatabase/images/f/fd/Norbert_Ebersol_%28Earth-8096%29_from_Avengers_Earth%27s_Mightiest_Heroes_Vol_2_1_0001.jpg/revision/latest/scale-to-width-down/600?cb=20201219155349
43eb77d2-d86f-4f34-b439-d57962de8611,,Cameron Hodge,Cameron Hodge,vilao,medio,"{""tags"":[{""texto"":""Cyborg""},{""texto"":""Obsessão por Ciclope""},{""texto"":""Imortalidade Pela Preservação da Cabeça""},{""texto"":""Líder da Falange""},{""texto"":""Anti-Mutante Radical""},{""texto"":""Ex-Parceiro de Warren Worthington""},{""texto"":""Culpa e Arrependimento""},{""texto"":""Limitações Humanas""},{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""},{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""},{""texto"":""Conhecido no Submundo Mutante""},{""texto"":""Mutante Experiente""},{""texto"":""Treinamento de Combate""}],""stats"":{""aura"":5,""corpo"":7,""mente"":7,""força"":7,""vontade"":8,""destreza"":5,""espírito"":5,""influência"":6,""inteligência"":7},""temas"":[{""nome"":""Amigos da Humanidade"",""poder"":[{""texto"":""Cyborg""}],""fraqueza"":[{""texto"":""Obsessão por Ciclope""}]},{""nome"":""Pescoço Robótico"",""poder"":[{""texto"":""Imortalidade Pela Preservação da Cabeça""}],""fraqueza"":[]},{""nome"":""3"",""poder"":[{""texto"":""Líder da Falange""},{""texto"":""Anti-Mutante Radical""},{""texto"":""Ex-Parceiro de Warren Worthington""}],""fraqueza"":[{""texto"":""Culpa e Arrependimento""},{""texto"":""Limitações Humanas""}]},{""nome"":""4"",""poder"":[{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""}],""fraqueza"":[{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""}]}],""descricao"":""STR 7 e BOD 7 — corpo robótico. A imortalidade grau 4 — a cabeça preservada é virtualmente indestrutível. O ódio anti-mutante (grau 4) é mais intenso que qualquer humano normal — transcende o corpo e a razão. A traição de Warren Worthington (grau 3 de background) define toda a persona.\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,https://static.wikia.nocookie.net/marveldatabase/images/e/e3/Cameron_Hodge_%28Earth-161%29_from_X-Men_Forever_2_Vol_1_13_001.jpg/revision/latest/scale-to-width-down/600?cb=20101219223709
450e6e3e-d375-4c54-a732-89d579067fc4,,Emma Frost,Rainha Branca,x-men,extremo,"{""tags"":[{""texto"":""Professora Brutal""},{""texto"":""Ex-Rainha do Clube do Inferno""},{""texto"":""Telepatia Ômega""},{""texto"":""Manipulação Psicológica Refinada""},{""texto"":""Forma de Diamante""},{""texto"":""Sem Telepatia em Forma de Diamante""},{""texto"":""Lealdade Feroz aos Alunos""},{""texto"":""Mentora Brutal e Exigente""},{""texto"":""Luto pelos Hellions Assassinados""},{""texto"":""Passado Villão Assombra""},{""texto"":""Manipulação Psíquica Sutil""},{""texto"":""Mente Tática e Inescrupulosa""},{""texto"":""Arrogância como Escudo""},{""texto"":""Pragmatismo Moralmente Cinzento""},{""texto"":""Dificuldade de Confiar""},{""texto"":""Professora Exigente e Eficaz""},{""texto"":""Lealdade aos Alunos""},{""texto"":""Membro dos X-Men""},{""texto"":""Mutante de Niveau Ômega ou Equivalente""},{""texto"":""Décadas de Experiência de Combate""},{""texto"":""Mestre Tático""},{""texto"":""Vontade Indomável""},{""texto"":""Rede de Contatos e Aliados""},{""texto"":""Ameaça Nível Global""},{""texto"":""Treinamento de Combate""}],""stats"":{""aura"":12,""corpo"":5,""mente"":13,""força"":5,""vontade"":11,""destreza"":6,""influência"":11,""inteligência"":11},""temas"":[{""nome"":""Rainha do Clube do Inferno"",""poder"":[{""texto"":""Professora Brutal""},{""texto"":""Ex-Rainha do Clube do Inferno""}],""fraqueza"":[]},{""nome"":""Telepatia Ofensiva"",""poder"":[{""texto"":""Telepatia Ômega""},{""texto"":""Manipulação Psicológica Refinada""}],""fraqueza"":[]},{""nome"":""Diamante"",""poder"":[{""texto"":""Forma de Diamante""}],""fraqueza"":[{""texto"":""Sem Telepatia em Forma de Diamante""}]},{""nome"":""Professora dos Perdidos"",""poder"":[{""texto"":""Lealdade Feroz aos Alunos""},{""texto"":""Mentora Brutal e Exigente""}],""fraqueza"":[{""texto"":""Luto pelos Hellions Assassinados""},{""texto"":""Passado Villão Assombra""}]},{""nome"":""Frieza Calculista"",""poder"":[{""texto"":""Manipulação Psíquica Sutil""},{""texto"":""Mente Tática e Inescrupulosa""}],""fraqueza"":[{""texto"":""Arrogância como Escudo""},{""texto"":""Pragmatismo Moralmente Cinzento""},{""texto"":""Dificuldade de Confiar""}]}],""descricao"":""MEN 13 supera todos os humanos. AUR 12 no teto. Forma de diamante: invulnerável mas perde toda a telepatia (-3 — um ponto cego estratégico real). INT 11 e INF 11 refletem décadas de manipulação política. Após a morte de seus alunos Generation X, mudou de lado.\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,https://static.wikia.nocookie.net/marveldatabase/images/d/d3/Emma_Frost_%28Earth-63%29_from_Bishop_War_College_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/600?cb=20230426211406
462f4f57-ace7-4e44-9e31-8da61467b1ff,,Trevor Fitzroy,Trevor Fitzroy,clube-do-inferno,alto,"{""tags"":[{""texto"":""Portais Dimensionais""},{""texto"":""Viagem Temporal""},{""texto"":""Ambicioso e Cruel""},{""texto"":""Reflexos Aguçados""},{""texto"":""Tática e Estratégia""},{""texto"":""Treinamento de Combate""},{""texto"":""Sadismo""},{""texto"":""Dependência de Energia Vital para o Poder""},{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""},{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""},{""texto"":""Portal Temporal""},{""texto"":""Ambicioso""},{""texto"":""Membro do Clube do Inferno""},{""texto"":""Mutante de Elite""},{""texto"":""Veterano de Combate""},{""texto"":""Resistência Mental Treinada""},{""texto"":""Habilidade de Luta""}],""stats"":{""aura"":7,""corpo"":6,""mente"":7,""força"":5,""vontade"":7,""destreza"":6,""espírito"":7,""influência"":6,""inteligência"":7},""temas"":[{""nome"":""Portal Temporal"",""poder"":[{""texto"":""Portais Dimensionais""}],""fraqueza"":[]},{""nome"":""Assassino do Tempo"",""poder"":[{""texto"":""Viagem Temporal""}],""fraqueza"":[{""texto"":""Ambicioso e Cruel""}]},{""nome"":""3"",""poder"":[{""texto"":""Reflexos Aguçados""},{""texto"":""Tática e Estratégia""},{""texto"":""Treinamento de Combate""}],""fraqueza"":[{""texto"":""Sadismo""},{""texto"":""Dependência de Energia Vital para o Poder""}]},{""nome"":""4"",""poder"":[{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""}],""fraqueza"":[{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""}]}],""descricao"":""Os portais grau 5 e viagem temporal grau 4 são poderosos — mas requerem energia vital de vítimas (-3 como restrição e fraqueza moral). O sadismo (-2) representa tanto traço de personalidade quanto vulnerabilidade: fica preso em situações onde matar prejudica mais do que ajuda. Responsável pelo massacre dos Hellions originais.\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,https://static.wikia.nocookie.net/marveldatabase/images/5/5e/Trevor_Fitzroy_%28Earth-9684%29_from_What_If...%3F_Vol_1_84_0001.jpg/revision/latest/scale-to-width-down/600?cb=20200409005124
4c0ef9f8-fdad-4853-9050-5ea12c29d743,,Ciclope,Scott Summers,x-men,alto,"{""tags"":[{""texto"":""Rajada Óptica de Força Cinética""},{""texto"":""Precisão Cirúrgica de Tiro""},{""texto"":""Sem Controle sem o Visor""},{""texto"":""Liderança Tática de Elite""},{""texto"":""Estrategista de Campo""},{""texto"":""Matou Xavier para Salvar os Mutantes""},{""texto"":""Líder dos X-Men""},{""texto"":""Estrategista Nato""},{""texto"":""Peso de Matar o Mentor""},{""texto"":""Amor por Jean Grey""},{""texto"":""Relação Conturbada com o Pai""},{""texto"":""Rigidez Emocional""},{""texto"":""Não Consegue Parar de Liderar""},{""texto"":""Comandante de Campo""},{""texto"":""Disciplina de Aço""},{""texto"":""Peso da Responsabilidade""},{""texto"":""Membro dos X-Men""},{""texto"":""Mutante de Elite""},{""texto"":""Veterano de Combate""},{""texto"":""Reflexos Aguçados""},{""texto"":""Resistência Mental Treinada""}],""stats"":{""aura"":7,""corpo"":6,""mente"":8,""força"":5,""vontade"":10,""destreza"":9,""espírito"":9,""influência"":8,""inteligência"":8},""temas"":[{""nome"":""Rajada Óptica"",""poder"":[{""texto"":""Rajada Óptica de Força Cinética""},{""texto"":""Precisão Cirúrgica de Tiro""}],""fraqueza"":[{""texto"":""Sem Controle sem o Visor""}]},{""nome"":""Comandante de Campo"",""poder"":[{""texto"":""Liderança Tática de Elite""},{""texto"":""Estrategista de Campo""}],""fraqueza"":[]},{""nome"":""Revolucionário Relutante"",""poder"":[{""texto"":""Matou Xavier para Salvar os Mutantes""},{""texto"":""Líder dos X-Men""},{""texto"":""Estrategista Nato""}],""fraqueza"":[{""texto"":""Peso de Matar o Mentor""}]},{""nome"":""Repressão de Aço"",""poder"":[{""texto"":""Amor por Jean Grey""},{""texto"":""Relação Conturbada com o Pai""}],""fraqueza"":[{""texto"":""Rigidez Emocional""},{""texto"":""Não Consegue Parar de Liderar""}]}],""descricao"":""O primeiro estudante de Xavier e líder de campo dos X-Men. DEX 9 e STR/BOD no pico humano — fisicamente é a elite do humano possível. Vontade 10 supera o limite humano, forjada em anos de responsabilidade. A rajada óptica (grau 5) é devastadora. Sem o visor é uma ameaça incontrolável.\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,https://static.wikia.nocookie.net/marveldatabase/images/8/87/Scott_Summers_%28Earth-12%29_from_Exiles_Vol_1_14_001.jpg/revision/latest/scale-to-width-down/600?cb=20191231015149
4d6d4342-7352-46bc-9016-b66d0f690dfd,,Madrox,Jamie Madrox / O Homem Múltiplo,geracaox,medio,"{""tags"":[{""texto"":""Criação de Duplicatas ao Impacto""},{""texto"":""Absorção de Duplicatas com Memórias e Habilidades""},{""texto"":""Personalidades se Dividem""},{""texto"":""Detetive Particular""},{""texto"":""Cada Duplicata Desenvolve Personalidade Própria""},{""texto"":""Treinamento de Combate""},{""texto"":""Instabilidade de Identidade""},{""texto"":""Limitações Humanas""},{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""},{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""},{""texto"":""Membro da X-Force / X-Corp""},{""texto"":""Mutante Experiente""}],""stats"":{""aura"":7,""corpo"":5,""mente"":8,""força"":4,""vontade"":7,""destreza"":6,""espírito"":7,""influência"":7,""inteligência"":8},""temas"":[{""nome"":""Múltiplas Cópias"",""poder"":[{""texto"":""Criação de Duplicatas ao Impacto""}],""fraqueza"":[]},{""nome"":""Detetive Particular"",""poder"":[{""texto"":""Absorção de Duplicatas com Memórias e Habilidades""}],""fraqueza"":[{""texto"":""Personalidades se Dividem""}]},{""nome"":""3"",""poder"":[{""texto"":""Detetive Particular""},{""texto"":""Cada Duplicata Desenvolve Personalidade Própria""},{""texto"":""Treinamento de Combate""}],""fraqueza"":[{""texto"":""Instabilidade de Identidade""},{""texto"":""Limitações Humanas""}]},{""nome"":""4"",""poder"":[{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""}],""fraqueza"":[{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""}]}],""descricao"":""A criação de duplicatas grau 5 é ilimitada — pode criar um exército de si mesmo. A absorção grau 4 é a metade mais poderosa: reintegra duplicatas ganhando suas memórias e habilidades aprendidas separadas. A instabilidade de identidade (-3) é profunda: depois de décadas criando duplicatas com personalidades distintas, Jamie não sabe mais quem é o \""original\"".\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,https://static.wikia.nocookie.net/marveldatabase/images/f/f8/James_Madrox_%28Earth-161%29_from_X-Men_Forever_2_Vol_1_2_0001.jpg/revision/latest?cb=20221119013159
4e2cac2d-0626-4714-942f-34d9f8857a8b,,Graydon Creed,Graydon Creed,vilao,baixo,"{""tags"":[{""texto"":""Filho de Mystique e Sabretooth""},{""texto"":""Filho de Mística e Sabretooth""},{""texto"":""Líder dos Amigos da Humanidade""},{""texto"":""Orador e Manipulador Político""},{""texto"":""Determinação Inabalável""},{""texto"":""Humano Sem Poderes""},{""texto"":""Dificuldade de Confiar nos Outros""},{""texto"":""Conhecido no Submundo Mutante""},{""texto"":""Mutante de Nível Baixo""}],""stats"":{""aura"":5,""corpo"":4,""mente"":5,""força"":3,""vontade"":6,""destreza"":4,""espírito"":5,""influência"":6,""inteligência"":5},""temas"":[{""nome"":""Político Anti-Mutante"",""poder"":[{""texto"":""Filho de Mystique e Sabretooth""}],""fraqueza"":[{""texto"":""Filho de Mística e Sabretooth""}]},{""nome"":""2"",""poder"":[{""texto"":""Líder dos Amigos da Humanidade""},{""texto"":""Orador e Manipulador Político""},{""texto"":""Determinação Inabalável""}],""fraqueza"":[{""texto"":""Humano Sem Poderes""},{""texto"":""Dificuldade de Confiar nos Outros""}]}],""descricao"":""Atributos acima do baseline em INF e VON — político habilidoso. Filho de dois mutantes que se tornou o maior anti-mutante. O papel de líder político (grau 4) representa perigo real — não de combate, mas de política pública. O ódio pelos pais motiva toda a ideologia. Assassinado após ascensão política.\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,https://static.wikia.nocookie.net/marveldatabase/images/4/4a/Graydon_Creed_%28Earth-295%29_from_Point_One_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/600?cb=20111109213612
4e2e3a95-4149-41f7-b743-d41d26f854a0,,Larry Trask,Larry Trask,vilao,medio,"{""tags"":[{""texto"":""Precognição""},{""texto"":""Ódio Hereditário""},{""texto"":""Herdeiro do Programa Sentinel""},{""texto"":""Habilidade de Luta""},{""texto"":""Determinação Inabalável""},{""texto"":""Paranoia Alimentada por Visões""},{""texto"":""Dificuldade de Confiar nos Outros""},{""texto"":""Reflexos Aguçados""},{""texto"":""Tática e Estratégia""},{""texto"":""Treinamento de Combate""},{""texto"":""Culpa e Arrependimento""},{""texto"":""Limitações Humanas""},{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""},{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""},{""texto"":""Conhecido no Submundo Mutante""},{""texto"":""Mutante Experiente""}],""stats"":{""aura"":5,""corpo"":4,""mente"":7,""força"":3,""vontade"":7,""destreza"":4,""espírito"":5,""influência"":6,""inteligência"":8},""temas"":[{""nome"":""Criador de Sentinelas"",""poder"":[{""texto"":""Precognição""}],""fraqueza"":[{""texto"":""Ódio Hereditário""}]},{""nome"":""2"",""poder"":[{""texto"":""Herdeiro do Programa Sentinel""},{""texto"":""Habilidade de Luta""},{""texto"":""Determinação Inabalável""}],""fraqueza"":[{""texto"":""Paranoia Alimentada por Visões""},{""texto"":""Dificuldade de Confiar nos Outros""}]},{""nome"":""3"",""poder"":[{""texto"":""Reflexos Aguçados""},{""texto"":""Tática e Estratégia""},{""texto"":""Treinamento de Combate""}],""fraqueza"":[{""texto"":""Culpa e Arrependimento""},{""texto"":""Limitações Humanas""}]},{""nome"":""4"",""poder"":[{""texto"":""Instinto de Sobrevivência""},{""texto"":""Resiliência Física e Mental""},{""texto"":""Perícia em Campo""}],""fraqueza"":[{""texto"":""Fama que Atrapalha""},{""texto"":""Responsabilidade que Pesa""}]}],""descricao"":""INT 8 próxima ao pico humano. A precognição grau 4 é poder mutante real — mas a paranoia alimentada pelas visões (-3) distorce o julgamento. Vê o futuro mas interpreta tudo através da lente do ódio. Filho de Bolivar, continuou o programa Sentinel. A ironia — mutante que caça mutantes.\n---"",""iniciativa"":0}",true,,2026-04-09 01:20:42.164471+00,2026-07-13 16:50:57.438563+00,
